,LATITUD,LONGITUD,antenna_id
494,17.62553,-73.1685,230
512,16.60206,-69.0749,231
513,6.60206,-66.0749,232
514,31.60206,-52.0749,233
515,6.60206,-65.0749,234
516,34.60206,-48.0749,235
517,7.60206,-64.0749,236
518,31.60444,-56.0706,237
519,11.60444,-73.0706,238
520,23.60444,-62.0706,239
521,21.60444,-70.0706,240
522,26.60444,-73.0706,241
523,24.60444,-66.0706,242
524,8.61034,-49.07040000000001,243
525,21.61034,-64.0704,244
526,9.61034,-60.07040000000001,245
527,32.61034,-65.0704,246
528,16.61034,-55.07040000000001,247
529,9.61034,-54.07040000000001,248
530,14.62353,-67.068,249
531,7.623530000000001,-59.068,250
532,31.623530000000002,-49.068,251
533,24.623530000000002,-70.068,252
534,23.623530000000002,-58.068,253
535,20.623530000000002,-49.068,254
536,28.62031,-72.0692,255
537,15.62031,-71.0692,256
538,33.62031,-55.069199999999995,257
539,32.62031,-61.069199999999995,258
540,8.62031,-68.0692,259
541,30.62031,-72.0692,260
542,22.63186,-48.0899,261
543,28.63186,-52.0899,262
544,31.63186,-70.0899,263
545,22.63186,-69.0899,264
546,22.63186,-49.0899,265
547,30.63186,-51.0899,266
566,19.5835,-51.098,267
567,18.5835,-52.098,268
568,22.5835,-55.098,269
569,34.5835,-67.098,270
570,32.5835,-47.098,271
571,33.5835,-63.098,272
578,26.641939999999998,-48.12220000000001,273
579,16.641939999999998,-66.1222,274
580,22.641939999999998,-64.1222,275
581,34.64194,-47.12220000000001,276
582,5.64194,-56.12220000000001,277
583,10.64194,-46.12220000000001,278
590,9.67393,-61.1112,279
591,31.67393,-50.1112,280
592,30.67393,-47.1112,281
593,24.67393,-52.1112,282
594,34.67393,-50.1112,283
595,21.67393,-54.1112,284
596,23.61917,-60.189800000000005,285
597,17.61917,-64.1898,286
598,16.61917,-69.1898,287
599,30.61917,-45.189800000000005,288
600,9.61917,-64.1898,289
601,19.61917,-48.189800000000005,290
602,22.6575,-60.1075,291
603,20.6575,-53.1075,292
604,5.6575,-58.1075,293
605,19.6575,-46.1075,294
606,29.6575,-67.1075,295
607,13.59492,-65.1404,296
608,19.594920000000002,-64.1404,297
609,9.59492,-54.1404,298
610,11.59492,-65.1404,299
611,23.594920000000002,-68.1404,300
635,9.47804,-59.135099999999994,301
636,9.47804,-69.1351,302
637,25.47804,-73.1351,303
638,28.47804,-73.1351,304
639,15.61325,-55.206999999999994,305
640,24.61325,-58.206999999999994,306
641,29.61325,-70.207,307
642,27.61325,-68.207,308
643,16.61325,-73.207,309
644,28.61325,-63.206999999999994,310
657,11.63022,-60.188199999999995,311
658,10.63022,-46.188199999999995,312
659,22.63022,-69.1882,313
660,34.63022,-65.1882,314
661,11.63022,-50.188199999999995,315
662,6.63022,-55.188199999999995,316
674,10.64363,-45.159800000000004,317
675,5.64363,-57.159800000000004,318
676,8.64363,-53.159800000000004,319
677,30.64363,-45.159800000000004,320
678,26.64363,-48.159800000000004,321
679,18.64363,-60.159800000000004,322
690,15.53549,-55.093,323
691,34.53549,-70.093,324
692,14.53549,-45.093,325
693,32.53549,-54.093,326
694,9.53549,-49.093,327
695,26.53549,-59.093,328
705,18.50894,-71.1124,329
706,29.50894,-49.112399999999994,330
707,15.508939999999999,-48.112399999999994,331
708,9.508939999999999,-45.112399999999994,332
709,32.50894,-70.1124,333
710,29.50894,-62.112399999999994,334
741,24.49311,-68.1099,335
742,26.49311,-66.1099,336
743,31.49311,-62.109899999999996,337
744,14.49311,-70.1099,338
745,19.49311,-55.109899999999996,339
746,25.49311,-51.109899999999996,340
750,19.55002,-71.1592,341
751,26.55002,-72.1592,342
752,27.55002,-66.1592,343
753,16.55002,-69.1592,344
754,17.55002,-44.1592,345
755,5.55002,-69.1592,346
762,15.59133,-53.126000000000005,347
763,18.59133,-67.126,348
764,9.59133,-65.126,349
765,29.544890000000002,-44.1091,350
766,20.544890000000002,-48.1091,351
767,28.544890000000002,-45.1091,352
768,17.544890000000002,-63.1091,353
769,32.54489,-72.1091,354
770,17.544890000000002,-69.1091,355
771,7.51883,-58.0928,356
772,23.51883,-71.0928,357
773,24.51883,-63.0928,358
774,14.545919999999999,-73.1501,359
775,24.54592,-67.1501,360
776,14.545919999999999,-47.150099999999995,361
777,5.54592,-71.1501,362
778,8.545919999999999,-57.150099999999995,363
779,20.54592,-45.150099999999995,364
786,10.55883,-51.094899999999996,365
787,8.55883,-53.094899999999996,366
788,12.55883,-47.094899999999996,367
789,12.55883,-68.0949,368
790,13.55883,-60.094899999999996,369
797,9.62511,-73.1284,370
798,8.62511,-64.1284,371
799,30.62511,-69.1284,372
800,19.62511,-60.1284,373
801,25.62511,-70.1284,374
802,34.62511,-52.1284,375
806,9.61957,-72.1411,376
807,19.61957,-54.141099999999994,377
808,13.61957,-66.1411,378
809,33.619569999999996,-49.141099999999994,379
810,19.61957,-47.141099999999994,380
811,29.61957,-51.141099999999994,381
812,22.60744,-52.102599999999995,382
813,16.60744,-56.102599999999995,383
814,5.60744,-44.102599999999995,384
815,20.60744,-50.102599999999995,385
816,27.60744,-73.1026,386
817,9.60744,-59.102599999999995,387
836,10.50222,-47.0928,388
837,33.50222,-58.0928,389
838,14.50222,-62.0928,390
839,5.5022199999999994,-67.0928,391
840,19.50222,-56.0928,392
841,22.67894,-68.1326,393
842,34.67894,-62.1326,394
843,15.67894,-57.1326,395
844,19.67894,-60.1326,396
845,18.67894,-64.1326,397
846,32.67894,-46.1326,398
847,10.57728,-57.107600000000005,399
848,26.577280000000002,-61.107600000000005,400
849,23.577280000000002,-56.107600000000005,401
850,8.57728,-57.107600000000005,402
851,7.57728,-51.107600000000005,403
852,11.57728,-54.107600000000005,404
853,32.55439,-68.0851,405
854,32.55439,-65.0851,406
855,6.55439,-48.0851,407
856,24.554389999999998,-63.0851,408
857,11.55439,-71.0851,409
858,27.554389999999998,-47.0851,410
862,23.55389,-47.0994,411
863,18.55389,-62.0994,412
864,29.55389,-52.0994,413
865,17.55389,-47.0994,414
866,9.553889999999999,-58.0994,415
867,28.55389,-59.0994,416
880,5.60452,-45.144999999999996,417
881,13.60452,-70.145,418
882,21.60452,-57.144999999999996,419
883,24.60452,-56.144999999999996,420
884,11.60452,-64.145,421
885,19.60452,-49.144999999999996,422
892,5.6287,-70.2036,423
893,8.6287,-56.203599999999994,424
894,33.6287,-58.203599999999994,425
895,26.628700000000002,-73.2036,426
896,11.6287,-61.203599999999994,427
897,17.628700000000002,-56.203599999999994,428
904,18.54036,-73.1179,429
905,33.54036,-47.117900000000006,430
906,20.54036,-67.1179,431
907,25.54036,-51.117900000000006,432
908,21.54036,-45.117900000000006,433
909,7.54036,-65.1179,434
920,7.63341,-56.165400000000005,435
921,28.633409999999998,-60.165400000000005,436
922,22.633409999999998,-57.165400000000005,437
923,17.633409999999998,-61.165400000000005,438
924,12.63341,-73.1654,439
925,16.633409999999998,-54.165400000000005,440
928,33.63783,-67.1951,441
929,8.637830000000001,-51.1951,442
930,16.63783,-44.1951,443
931,7.63783,-48.1951,444
932,33.63783,-73.1951,445
933,29.63783,-52.1951,446
952,8.639040000000001,-57.098,447
953,10.639040000000001,-46.098,448
954,33.63904,-53.098,449
955,33.63904,-53.098,450
956,34.63904,-58.098,451
957,5.6390400000000005,-48.098,452
958,6.67494,-57.1212,453
959,30.67494,-68.1212,454
960,12.67494,-61.1212,455
961,21.67494,-69.1212,456
962,15.67494,-59.1212,457
963,32.67494,-55.1212,458
964,18.6511,-64.1206,459
965,14.6511,-65.1206,460
966,19.6511,-58.120599999999996,461
967,32.6511,-66.1206,462
968,13.6511,-57.120599999999996,463
969,13.6511,-49.120599999999996,464
970,31.6988,-69.1433,465
971,15.6988,-58.143299999999996,466
972,6.6988,-66.1433,467
973,21.6988,-64.1433,468
974,27.6988,-65.1433,469
975,21.6988,-68.1433,470
976,10.599599999999999,-52.0757,471
977,29.5996,-65.0757,472
978,11.599599999999999,-52.0757,473
979,32.5996,-69.0757,474
1004,24.62106,-59.179,475
1005,8.62106,-71.179,476
1006,25.62106,-53.179,477
1007,7.62106,-49.179,478
1008,25.62106,-66.179,479
1009,13.62106,-53.179,480
1010,15.6229,-58.09610000000001,481
1011,22.6229,-58.09610000000001,482
1012,10.6229,-51.09610000000001,483
1013,5.6229,-56.09610000000001,484
1014,20.6229,-51.09610000000001,485
1015,20.6229,-58.09610000000001,486
1028,11.51631,-69.1162,487
1029,30.51631,-73.1162,488
1030,7.51631,-55.116200000000006,489
1031,19.51631,-48.116200000000006,490
1032,14.51631,-53.116200000000006,491
1033,23.51631,-56.116200000000006,492
1034,5.57522,-72.083,493
1035,5.57522,-44.083,494
1036,18.57522,-45.083,495
1037,18.57522,-67.083,496
1038,27.57522,-62.083,497
1039,34.57522,-59.083,498
1040,22.60261,-70.1279,499
1041,5.602609999999999,-65.1279,500
1042,20.60261,-60.1279,501
1043,26.60261,-56.1279,502
1044,20.60261,-71.1279,503
1045,22.60261,-49.1279,504
1046,34.58934,-57.0904,505
1047,27.58934,-63.0904,506
1048,19.58934,-52.0904,507
1049,26.58934,-58.0904,508
1050,22.58934,-64.0904,509
1051,14.58934,-45.0904,510
1052,17.60222,-71.0867,511
1053,9.602219999999999,-66.0867,512
1054,34.60222,-72.0867,513
1055,26.60222,-53.08669999999999,514
1056,15.602219999999999,-48.08669999999999,515
1057,30.60222,-62.08669999999999,516
1058,25.60583,-44.0805,517
1059,28.60583,-67.0805,518
1060,19.60583,-47.0805,519
1061,16.60583,-70.0805,520
1062,5.60583,-44.0805,521
1063,25.60583,-61.0805,522
1064,29.66792,-48.1388,523
1065,21.66792,-65.1388,524
1066,28.66792,-66.1388,525
1067,27.66792,-66.1388,526
1068,33.66792,-49.1388,527
1069,24.66792,-49.1388,528
1070,27.68714,-72.1261,529
1071,33.68714,-70.1261,530
1072,14.68714,-58.126099999999994,531
1073,16.68714,-55.126099999999994,532
1074,15.68714,-56.126099999999994,533
1075,5.68714,-71.1261,534
1076,24.58194,-72.1194,535
1077,14.58194,-59.1194,536
1078,33.58194,-62.1194,537
1079,26.58194,-70.1194,538
1080,31.58194,-61.1194,539
1081,7.58194,-66.1194,540
1082,23.55166,-54.090900000000005,541
1083,11.55166,-53.090900000000005,542
1084,30.55166,-46.090900000000005,543
1085,24.55166,-49.090900000000005,544
1086,16.55166,-64.0909,545
1087,14.55166,-68.0909,546
1088,19.61239,-72.1033,547
1089,30.61239,-59.103300000000004,548
1090,25.61239,-51.103300000000004,549
1091,30.61239,-68.1033,550
1092,8.612390000000001,-49.103300000000004,551
1093,29.61239,-63.103300000000004,552
1094,24.68647,-54.157300000000006,553
1095,11.68647,-44.157300000000006,554
1096,17.68647,-48.157300000000006,555
1097,28.68647,-57.157300000000006,556
1098,32.68647,-57.157300000000006,557
1099,25.68647,-48.157300000000006,558
1100,6.57981,-49.1425,559
1101,30.579810000000002,-59.1425,560
1102,24.579810000000002,-66.1425,561
1103,34.57981,-55.1425,562
1104,32.57981,-64.1425,563
1105,9.57981,-70.1425,564
1106,30.550060000000002,-49.137100000000004,565
1107,13.55006,-59.137100000000004,566
1108,23.550060000000002,-55.137100000000004,567
1109,9.55006,-55.137100000000004,568
1110,28.550060000000002,-54.137100000000004,569
1111,23.550060000000002,-62.137100000000004,570
1129,22.56254,-60.151700000000005,571
1130,29.56254,-47.151700000000005,572
1131,24.56254,-61.151700000000005,573
1132,22.56254,-47.151700000000005,574
1133,8.56254,-46.151700000000005,575
1134,7.56254,-64.1517,576
1168,24.57967,-64.0711,577
1169,7.57967,-73.0711,578
1170,25.57967,-57.0711,579
1171,8.57967,-65.0711,580
1172,15.57967,-67.0711,581
1173,20.61362,-52.0869,582
1174,19.61362,-62.0869,583
1175,10.613620000000001,-51.0869,584
1176,13.613620000000001,-48.0869,585
1177,6.61362,-46.0869,586
1178,26.61362,-48.0869,587
1209,8.648,-48.0972,588
1210,23.648,-58.0972,589
1211,5.648,-58.0972,590
1212,34.647999999999996,-59.0972,591
1213,12.648,-59.0972,592
1214,19.648,-55.0972,593
1215,31.69992,-67.1287,594
1216,24.69992,-44.128699999999995,595
1217,12.699919999999999,-59.128699999999995,596
1218,11.699919999999999,-57.128699999999995,597
1219,9.699919999999999,-62.128699999999995,598
1220,20.69992,-62.128699999999995,599
1221,8.61447,-71.1473,600
1222,32.61447,-46.1473,601
1223,20.61447,-66.1473,602
1224,29.61447,-72.1473,603
1225,9.61447,-73.1473,604
1226,20.61447,-54.1473,605
1227,19.59585,-54.1463,606
1228,16.59585,-53.1463,607
1229,7.59585,-45.1463,608
1230,15.59585,-71.1463,609
1231,19.59585,-50.1463,610
1232,24.59585,-63.1463,611
1286,16.61271,-47.1293,612
1287,13.61271,-60.1293,613
1288,28.61271,-67.1293,614
1289,23.61271,-62.1293,615
1290,27.61271,-56.1293,616
1297,29.70233,-61.11399999999999,617
1298,26.70233,-44.11399999999999,618
1299,24.70233,-59.11399999999999,619
1300,25.70233,-47.11399999999999,620
1301,8.70233,-66.11399999999999,621
1302,29.70233,-50.11399999999999,622
1303,8.682739999999999,-46.1499,623
1304,32.68274,-71.1499,624
1305,34.68274,-73.1499,625
1306,8.682739999999999,-47.1499,626
1307,5.68274,-68.1499,627
1308,19.68274,-56.1499,628
1315,28.61233,-66.0979,629
1316,9.61233,-52.097899999999996,630
1317,9.61233,-46.097899999999996,631
1318,31.61233,-52.097899999999996,632
1319,28.61233,-52.097899999999996,633
1320,26.62022,-58.1344,634
1321,28.62022,-59.1344,635
1322,16.62022,-62.1344,636
1323,34.62022,-58.1344,637
1324,7.62022,-53.1344,638
1325,18.62022,-53.1344,639
1414,34.63766,-59.15560000000001,640
1415,23.63766,-47.15560000000001,641
1416,24.63766,-52.15560000000001,642
1417,16.63766,-51.15560000000001,643
1418,25.63766,-47.15560000000001,644
1419,12.63766,-69.1556,645
1420,33.60796,-53.194100000000006,646
1421,27.60796,-61.194100000000006,647
1422,17.60796,-62.194100000000006,648
1423,33.60796,-63.194100000000006,649
1424,24.60796,-45.194100000000006,650
1425,19.60796,-44.194100000000006,651
1426,24.626829999999998,-72.1378,652
1427,27.626829999999998,-70.1378,653
1428,33.62683,-48.1378,654
1429,7.62683,-45.1378,655
1430,16.626829999999998,-60.1378,656
1431,18.626829999999998,-73.1378,657
1432,25.5527,-47.1172,658
1433,29.5527,-69.1172,659
1434,23.5527,-45.1172,660
1435,21.5527,-48.1172,661
1436,23.5527,-50.1172,662
1437,24.5527,-54.1172,663
1438,12.63885,-67.17,664
1439,13.63885,-66.17,665
1440,11.63885,-61.17,666
1441,11.63885,-44.17,667
1442,30.638849999999998,-68.17,668
1443,8.63885,-64.17,669
1444,32.59138,-68.1727,670
1445,9.591380000000001,-71.1727,671
1446,28.59138,-60.172700000000006,672
1447,11.591380000000001,-66.1727,673
1448,12.591380000000001,-56.172700000000006,674
1449,9.591380000000001,-70.1727,675
1450,34.6113,-58.1627,676
1451,17.6113,-50.1627,677
1452,14.6113,-44.1627,678
1453,18.6113,-62.1627,679
1454,8.6113,-64.1627,680
1455,32.6113,-60.1627,681
1456,25.6,-45.0681,682
1457,20.6,-58.0681,683
1458,20.6,-57.0681,684
1459,23.6,-72.0681,685
1460,11.6,-54.0681,686
1461,29.6,-63.0681,687
1465,28.64754,-63.10209999999999,688
1466,14.64754,-45.10209999999999,689
1467,33.64754,-61.10209999999999,690
1468,11.64754,-55.10209999999999,691
1469,9.64754,-51.10209999999999,692
1470,28.64754,-55.10209999999999,693
1477,9.63411,-61.139700000000005,694
1478,33.63411,-48.139700000000005,695
1479,26.63411,-49.139700000000005,696
1480,25.63411,-44.139700000000005,697
1481,28.63411,-73.1397,698
1482,22.63411,-69.1397,699
1492,13.645890000000001,-69.1773,700
1493,31.64589,-49.1773,701
1494,29.64589,-56.1773,702
1495,18.64589,-51.1773,703
1496,26.64589,-50.1773,704
1497,27.64589,-56.1773,705
1498,7.64766,-65.1678,706
1499,27.647660000000002,-51.1678,707
1500,25.647660000000002,-69.1678,708
1501,22.647660000000002,-64.1678,709
1502,25.647660000000002,-63.1678,710
1503,9.64766,-68.1678,711
1567,28.613970000000002,-72.0722,712
1568,23.613970000000002,-62.072199999999995,713
1569,34.61397,-63.072199999999995,714
1570,29.613970000000002,-56.072199999999995,715
1571,20.613970000000002,-66.0722,716
1582,31.57703,-46.16289999999999,717
1583,19.57703,-48.16289999999999,718
1584,14.57703,-67.1629,719
1585,22.57703,-63.16289999999999,720
1586,20.57703,-60.16289999999999,721
1622,23.59731,-49.074600000000004,722
1623,14.59731,-57.074600000000004,723
1624,15.59731,-53.074600000000004,724
1625,7.59731,-69.0746,725
1626,20.59731,-54.074600000000004,726
1627,17.59731,-54.074600000000004,727
1666,32.65738,-47.13290000000001,728
1667,14.65738,-55.13290000000001,729
1668,8.65738,-68.1329,730
1669,26.65738,-67.1329,731
1670,30.65738,-55.13290000000001,732
1671,23.65738,-58.13290000000001,733
1672,6.66385,-54.1298,734
1673,26.66385,-59.1298,735
1674,12.66385,-67.1298,736
1675,33.66385,-62.1298,737
1676,25.66385,-64.1298,738
1677,30.66385,-62.1298,739
1678,21.60362,-61.134699999999995,740
1679,6.603619999999999,-65.1347,741
1680,23.60362,-62.134699999999995,742
1681,34.60362,-69.1347,743
1682,26.60362,-51.134699999999995,744
1683,19.60362,-56.134699999999995,745
1699,34.57759,-67.1272,746
1700,20.57759,-58.1272,747
1701,8.57759,-45.1272,748
1702,24.57759,-56.1272,749
1703,15.57759,-56.1272,750
1704,26.57759,-53.1272,751
1721,28.56766,-54.116699999999994,752
1722,10.56766,-61.116699999999994,753
1723,32.567660000000004,-68.1167,754
1724,12.56766,-65.1167,755
1725,10.56766,-71.1167,756
1726,28.56766,-53.116699999999994,757
1727,22.60894,-58.084999999999994,758
1728,30.60894,-72.085,759
1729,5.6089400000000005,-66.085,760
1730,18.60894,-50.084999999999994,761
1731,18.60894,-66.085,762
1732,17.60894,-73.085,763
1736,21.694119999999998,-65.104,764
1737,28.694119999999998,-55.104,765
1738,18.694119999999998,-46.104,766
1739,7.69412,-52.104,767
1740,17.694119999999998,-67.104,768
1741,20.694119999999998,-67.104,769
1742,31.52503,-61.122600000000006,770
1743,12.525030000000001,-58.122600000000006,771
1744,28.52503,-70.1226,772
1745,26.52503,-61.122600000000006,773
1746,14.525030000000001,-45.122600000000006,774
1747,6.52503,-57.122600000000006,775
1750,25.50018,-59.10209999999999,776
1751,6.50018,-52.10209999999999,777
1752,33.50018,-53.10209999999999,778
1753,18.50018,-48.10209999999999,779
1754,33.50018,-70.1021,780
1755,11.50018,-57.10209999999999,781
1756,10.619219999999999,-56.0677,782
1757,16.61922,-68.0677,783
1758,20.61922,-59.0677,784
1759,21.61922,-72.0677,785
1760,23.60149,-67.1191,786
1761,25.60149,-53.1191,787
1762,14.60149,-46.1191,788
1763,16.60149,-55.1191,789
1764,13.60149,-63.1191,790
1765,25.60644,-57.0763,791
1766,18.60644,-71.0763,792
1767,12.60644,-48.0763,793
1768,9.60644,-45.0763,794
1769,5.60644,-49.0763,795
1770,8.60644,-70.0763,796
1777,11.63397,-61.109300000000005,797
1778,7.63397,-46.109300000000005,798
1779,32.63397,-48.109300000000005,799
1780,10.63397,-73.1093,800
1781,26.633969999999998,-70.1093,801
1782,17.633969999999998,-64.1093,802
1783,8.56637,-73.1444,803
1784,16.56637,-72.1444,804
1785,27.56637,-54.144400000000005,805
1786,18.56637,-62.144400000000005,806
1787,22.56637,-49.144400000000005,807
1788,31.56637,-52.144400000000005,808
1789,10.626940000000001,-68.0819,809
1790,23.62694,-63.081900000000005,810
1791,7.62694,-70.0819,811
1792,6.62694,-50.081900000000005,812
1793,19.62694,-52.081900000000005,813
1794,28.62694,-52.081900000000005,814
1795,33.58608,-62.081999999999994,815
1796,26.58608,-45.081999999999994,816
1797,18.58608,-64.082,817
1798,31.58608,-72.082,818
1799,12.586079999999999,-63.081999999999994,819
1800,33.58608,-59.081999999999994,820
1801,7.59856,-51.0955,821
1802,5.59856,-61.0955,822
1803,23.59856,-66.0955,823
1804,30.59856,-51.0955,824
1805,17.59856,-44.0955,825
1806,9.598559999999999,-71.0955,826
